Ticker,Earning Date,^GSPC,^GSPC_pctchange_5,^GSPC_pctchange_10,^GSPC_pctchange_30,^RUT,^RUT_pctchange_5,^RUT_pctchange_10,^RUT_pctchange_30,^VIX,^VIX_pctchange_5,^VIX_pctchange_10,^VIX_pctchange_30,GC=F,GC=F_pctchange_5,GC=F_pctchange_10,GC=F_pctchange_30,CL=F,CL=F_pctchange_5,CL=F_pctchange_10,CL=F_pctchange_30,^TNX,^TNX_pctchange_5,^TNX_pctchange_10,^TNX_pctchange_30,^FVX,^FVX_pctchange_5,^FVX_pctchange_10,^FVX_pctchange_30
CVS,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE,2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFX,2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2020-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN,2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
